ORDER_NUMBER,QUANTITY,ORDER_LINE_NUMBER,ORDER_DATE,STATUS,PRODUCT_PURCHASED,SOLD_TO,DEAL_SIZE
10148,27,10,28-12-2006 00:00,Shipped,S18_2870,"Anna's Decorations, Ltd",Medium
10370,27,9,29-12-2006 00:00,Shipped,S18_3232,"Anna's Decorations, Ltd",Small
10148,27,7,30-12-2006 00:00,Shipped,S24_3432,"Anna's Decorations, Ltd",Medium
10347,27,2,31-12-2006 00:00,Shipped,S10_4962,"Australian Collectors, Co.",Medium
10332,27,16,01-01-2007 00:00,Shipped,S18_1367,"AV Stores, Co.",Small
10110,27,12,02-01-2007 00:00,Shipped,S24_3191,"AV Stores, Co.",Small
10103,27,8,03-01-2007 00:00,Shipped,S12_1666,Baane Mini Imports,Medium
10103,27,12,04-01-2007 00:00,Shipped,S18_2949,Baane Mini Imports,Small
10313,27,6,05-01-2007 00:00,Shipped,S32_1268,Canadian Gift Exchange Network,Small
10115,27,3,06-01-2007 00:00,Shipped,S50_1392,Classic Legends Inc.,Small
10220,27,1,07-01-2007 00:00,Shipped,S12_3891,"Clover Collections, Co.",Medium
10162,27,8,08-01-2007 00:00,Shipped,S18_2248,Corporate Gift Ideas Co.,Small
10159,27,11,09-01-2007 00:00,Shipped,S24_2360,Corporate Gift Ideas Co.,Small
10214,27,4,10-01-2007 00:00,Shipped,S18_2325,"Corrida Auto Replicas, Ltd",Medium
10126,27,1,11-01-2007 00:00,Shipped,S24_2300,"Corrida Auto Replicas, Ltd",Medium
10198,27,6,12-01-2007 00:00,Shipped,S24_3420,Cruz & Sons Co.,Small
10108,27,13,13-01-2007 00:00,Shipped,S32_2206,Cruz & Sons Co.,Small
10272,27,3,14-01-2007 00:00,Shipped,S12_3148,Diecast Classics Inc.,Medium
10281,27,11,15-01-2007 00:00,Shipped,S700_2824,Diecast Classics Inc.,Small
10207,27,9,16-01-2007 00:00,Shipped,S32_2509,Diecast Collectables,Small
10213,27,3,17-01-2007 00:00,Shipped,S24_2887,"Double Decker Gift Stores, Ltd",Small
10165,27,2,18-01-2007 00:00,Shipped,S12_3891,"Dragon Souveniers, Ltd.",Medium
10165,27,13,19-01-2007 00:00,Shipped,S24_2840,"Dragon Souveniers, Ltd.",Small
10197,27,10,20-01-2007 00:00,Shipped,S700_3505,Enaco Distributors,Small
10380,27,13,21-01-2007 00:00,Shipped,S18_1342,Euro Shopping Channel,Small
10379,27,1,22-01-2007 00:00,Shipped,S18_2248,Euro Shopping Channel,Small
10383,27,11,23-01-2007 00:00,Shipped,S18_2319,Euro Shopping Channel,Medium
10380,27,5,24-01-2007 00:00,Shipped,S24_2022,Euro Shopping Channel,Small
10212,27,2,25-01-2007 00:00,Shipped,S24_3191,Euro Shopping Channel,Small
10350,27,14,26-01-2007 00:00,Shipped,S32_3207,Euro Shopping Channel,Medium
10133,27,7,27-01-2007 00:00,Shipped,S50_1341,Euro Shopping Channel,Small
10358,27,3,28-01-2007 00:00,Shipped,S700_2824,Euro Shopping Channel,Medium
10133,27,2,29-01-2007 00:00,Shipped,S700_2834,Euro Shopping Channel,Small
10262,27,5,30-01-2007 00:00,Cancelled,S700_3167,Euro Shopping Channel,Small
10321,27,7,31-01-2007 00:00,Shipped,S18_2870,FunGiftIdeas.com,Small
10388,27,1,01-02-2007 00:00,Shipped,S50_1341,FunGiftIdeas.com,Medium
10353,27,1,02-02-2007 00:00,Shipped,S18_2581,Gift Ideas Corp.,Medium
10414,27,8,03-02-2007 00:00,On Hold,S700_3962,Gifts4AllAges.com,Small
10316,27,9,04-02-2007 00:00,Shipped,S18_1662,giftsbymail.co.uk,Medium
10259,27,8,05-02-2007 00:00,Shipped,S18_3232,Handji Gifts& Co,Medium
10181,27,14,06-02-2007 00:00,Shipped,S12_1099,Herkku Gifts,Medium
10181,27,3,07-02-2007 00:00,Shipped,S18_2870,Herkku Gifts,Medium
10275,27,10,08-02-2007 00:00,Shipped,S24_4278,La Rochelle Gifts,Small
10107,27,4,09-02-2007 00:00,Shipped,S10_4698,Land of Toys Inc.,Medium
10292,27,4,10-02-2007 00:00,Shipped,S24_4048,Land of Toys Inc.,Medium
10176,27,8,11-02-2007 00:00,Shipped,S24_1444,L'ordine Souveniers,Small
10134,27,5,12-02-2007 00:00,Shipped,S10_2016,Lyon Souveniers,Medium
10356,27,2,13-02-2007 00:00,Shipped,S18_1984,Lyon Souveniers,Small
10285,27,8,14-02-2007 00:00,Shipped,S10_4698,Marta's Replicas Co.,Medium
10305,27,4,15-02-2007 00:00,Shipped,S18_2238,Marta's Replicas Co.,Medium
10241,27,9,16-02-2007 00:00,Shipped,S24_3432,Mini Caravy,Small
10195,27,5,17-02-2007 00:00,Shipped,S18_2238,Mini Classics,Medium
10308,27,7,18-02-2007 00:00,Shipped,S18_2581,Mini Classics,Small
10143,27,8,19-02-2007 00:00,Shipped,S24_2841,Mini Creations Ltd.,Small
10282,27,6,20-02-2007 00:00,Shipped,S12_3148,Mini Gifts Distributors Ltd.,Medium
10396,27,7,21-02-2007 00:00,Shipped,S24_3151,Mini Gifts Distributors Ltd.,Small
10135,27,6,22-02-2007 00:00,Shipped,S24_3371,Mini Gifts Distributors Ltd.,Small
10331,27,11,23-02-2007 00:00,Shipped,S18_3232,Motor Mint Distributors Inc.,Medium
10331,27,13,24-02-2007 00:00,Shipped,S24_2972,Motor Mint Distributors Inc.,Small
10204,27,14,25-02-2007 00:00,Shipped,S18_2870,Muscle Machine Inc,Medium
10301,27,1,26-02-2007 00:00,Shipped,S24_1046,"Norway Gifts By Mail, Co.",Small
10322,27,9,27-02-2007 00:00,Shipped,S12_1666,Online Diecast Creations Co.,Medium
10192,27,16,28-02-2007 00:00,Shipped,S12_4675,Online Diecast Creations Co.,Medium
10276,27,10,01-03-2007 00:00,Shipped,S32_2206,Online Mini Collectables,Small
10210,27,9,02-03-2007 00:00,Shipped,S24_1785,Osaka Souveniers Co.,Small
10151,27,10,03-03-2007 00:00,Shipped,S32_1268,"Oulu Toy Supplies, Inc.",Medium
10273,27,6,04-03-2007 00:00,Shipped,S24_3151,Petit Auto,Small
10261,27,1,05-03-2007 00:00,Shipped,S10_4757,Quebec Home Shopping Network,Medium
10411,27,2,06-03-2007 00:00,Shipped,S10_4962,Quebec Home Shopping Network,Medium
10411,27,8,07-03-2007 00:00,Shipped,S18_1097,Quebec Home Shopping Network,Medium
10411,27,5,08-03-2007 00:00,Shipped,S32_3522,Quebec Home Shopping Network,Small
10343,27,6,09-03-2007 00:00,Shipped,S24_1628,Reims Collectables,Small
10173,27,8,10-03-2007 00:00,Shipped,S24_2022,Rovelli Gifts,Small
10328,27,8,11-03-2007 00:00,Shipped,S700_1691,Rovelli Gifts,Small
10116,27,1,12-03-2007 00:00,Shipped,S32_3207,Royale Belge,Small
10119,27,8,13-03-2007 00:00,Shipped,S18_3856,Salzburg Collectables,Small
10227,27,8,14-03-2007 00:00,Shipped,S24_3969,"Saveley & Henriot, Co.",Small
10247,27,1,15-03-2007 00:00,Shipped,S12_3891,Suominen Souveniers,Medium
10196,27,8,16-03-2007 00:00,Shipped,S18_4027,Super Scale Inc.,Medium
10168,27,4,17-03-2007 00:00,Shipped,S10_2016,Technics Stores Inc.,Medium
10168,27,18,18-03-2007 00:00,Shipped,S24_3949,Technics Stores Inc.,Small
10250,27,4,19-03-2007 00:00,Shipped,S18_2581,The Sharp Gifts Warehouse,Small
10339,27,2,20-03-2007 00:00,Shipped,S18_2581,"Tokyo Collectables, Ltd",Small
10339,27,10,21-03-2007 00:00,Shipped,S24_1578,"Tokyo Collectables, Ltd",Small
10339,27,6,22-03-2007 00:00,Shipped,S72_1253,"Tokyo Collectables, Ltd",Small
10310,27,13,23-03-2007 00:00,Shipped,S18_3278,"Toms Spezialitten, Ltd",Small
10367,27,5,24-03-2007 00:00,Resolved,S18_2325,Toys4GrownUps.com,Medium
10145,27,3,25-03-2007 00:00,Shipped,S24_2360,Toys4GrownUps.com,Small
10145,27,4,26-03-2007 00:00,Shipped,S32_4485,Toys4GrownUps.com,Medium
10403,27,4,27-03-2007 00:00,Shipped,S24_2360,"UK Collectables, Ltd.",Small
10225,27,9,28-03-2007 00:00,Shipped,S12_1099,"Vida Sport, Ltd",Medium
10225,27,11,29-03-2007 00:00,Shipped,S18_3482,"Vida Sport, Ltd",Medium
10287,27,2,30-03-2007 00:00,Shipped,S18_3685,"Vida Sport, Ltd",Medium
10324,27,1,31-03-2007 00:00,Shipped,S12_3148,Vitachrome Inc.,Small
10324,27,12,01-04-2007 00:00,Shipped,S18_3232,Vitachrome Inc.,Medium
10237,27,5,02-04-2007 00:00,Shipped,S32_4485,Vitachrome Inc.,Medium
10215,27,10,03-04-2007 00:00,Shipped,S18_1342,West Coast Collectables Co.,Small
10148,28,11,04-04-2007 00:00,Shipped,S18_3685,"Anna's Decorations, Ltd",Medium
10193,28,7,05-04-2007 00:00,Shipped,S18_1342,"Australian Collectables, Ltd",Medium
10193,28,1,06-04-2007 00:00,Shipped,S18_2949,"Australian Collectables, Ltd",Small
10223,28,5,07-04-2007 00:00,Shipped,S18_2625,"Australian Collectors, Co.",Small
10211,28,3,08-04-2007 00:00,Shipped,S12_3990,Auto Canal Petit,Small
10211,28,4,09-04-2007 00:00,Shipped,S18_3482,Auto Canal Petit,Medium
10110,28,8,10-04-2007 00:00,Shipped,S18_4409,"AV Stores, Co.",Small
10325,28,2,11-04-2007 00:00,Shipped,S32_3207,Baane Mini Imports,Medium
10309,28,1,12-04-2007 00:00,Shipped,S50_4713,Baane Mini Imports,Small
10206,28,3,13-04-2007 00:00,Shipped,S12_1666,Canadian Gift Exchange Network,Medium
10206,28,9,14-04-2007 00:00,Shipped,S18_2957,Canadian Gift Exchange Network,Small
10206,28,11,15-04-2007 00:00,Shipped,S18_3320,Canadian Gift Exchange Network,Small
10313,28,8,16-04-2007 00:00,Shipped,S18_4600,Canadian Gift Exchange Network,Small
10183,28,1,17-04-2007 00:00,Shipped,S10_4962,"Classic Gift Ideas, Inc",Medium
10297,28,7,18-04-2007 00:00,Shipped,S32_4289,"Clover Collections, Co.",Small
10369,28,6,19-04-2007 00:00,Shipped,S18_2957,Collectables For Less Inc.,Small
10384,28,3,20-04-2007 00:00,Shipped,S24_2011,Corporate Gift Ideas Co.,Small
10180,28,14,21-04-2007 00:00,Shipped,S24_2000,Daedalus Designs Imports,Small
10180,28,1,22-04-2007 00:00,Shipped,S24_4620,Daedalus Designs Imports,Small
10238,28,3,23-04-2007 00:00,Shipped,S12_1099,Danish Wholesale Imports,Medium
10207,28,3,24-04-2007 00:00,Shipped,S24_4048,Diecast Collectables,Small
10207,28,5,25-04-2007 00:00,Shipped,S50_1392,Diecast Collectables,Small
10186,28,4,26-04-2007 00:00,Shipped,S72_1253,"Double Decker Gift Stores, Ltd",Small
10277,28,1,27-04-2007 00:00,Shipped,S12_4675,"Dragon Souveniers, Ltd.",Medium
10165,28,6,28-04-2007 00:00,Shipped,S18_4027,"Dragon Souveniers, Ltd.",Medium
10378,28,9,29-04-2007 00:00,Shipped,S18_3782,Euro Shopping Channel,Medium
10383,28,7,30-04-2007 00:00,Shipped,S18_4522,Euro Shopping Channel,Small
10311,28,4,01-05-2007 00:00,Shipped,S24_2766,Euro Shopping Channel,Small
10355,28,9,02-05-2007 00:00,Shipped,S24_4620,Euro Shopping Channel,Small
10350,28,4,03-05-2007 00:00,Shipped,S700_1938,Euro Shopping Channel,Small
10321,28,8,04-05-2007 00:00,Shipped,S18_3685,FunGiftIdeas.com,Medium
10353,28,2,05-05-2007 00:00,Shipped,S24_1785,Gift Ideas Corp.,Small
10414,28,7,06-05-2007 00:00,On Hold,S700_3505,Gifts4AllAges.com,Medium
10288,28,4,07-05-2007 00:00,Shipped,S18_2248,Handji Gifts& Co,Small
10259,28,1,08-05-2007 00:00,Shipped,S24_1444,Handji Gifts& Co,Small
10217,28,1,09-05-2007 00:00,Shipped,S24_2300,Handji Gifts& Co,Medium
10161,28,12,10-05-2007 00:00,Shipped,S18_1129,Heintze Collectables,Medium
10314,28,12,11-05-2007 00:00,Shipped,S50_1392,Heintze Collectables,Medium
10181,28,12,12-05-2007 00:00,Shipped,S12_3380,Herkku Gifts,Small
10184,28,10,13-05-2007 00:00,Shipped,S18_3232,"Iberia Gift Imports, Corp.",Medium
10114,28,2,14-05-2007 00:00,Shipped,S32_2509,"La Corne D'abondance, Co.",Small
10425,28,3,15-05-2007 00:00,In Process,S18_2238,La Rochelle Gifts,Medium
10425,28,8,16-05-2007 00:00,In Process,S18_3232,La Rochelle Gifts,Medium
10275,28,12,17-05-2007 00:00,Shipped,S32_4289,La Rochelle Gifts,Small
10266,28,1,18-05-2007 00:00,Shipped,S24_1628,L'ordine Souveniers,Small
10122,28,15,19-05-2007 00:00,Shipped,S18_4721,Marseille Mini Autos,Medium
10305,28,12,20-05-2007 00:00,Shipped,S32_1268,Marta's Replicas Co.,Medium
10209,28,6,21-05-2007 00:00,Shipped,S18_3029,"Men 'R' US Retailers, Ltd.",Small
10241,28,5,22-05-2007 00:00,Shipped,S24_2887,Mini Caravy,Small
10185,28,9,23-05-2007 00:00,Shipped,S18_3140,Mini Creations Ltd.,Medium
10143,28,6,24-05-2007 00:00,Shipped,S24_3949,Mini Creations Ltd.,Small
10143,28,3,25-05-2007 00:00,Shipped,S700_3167,Mini Creations Ltd.,Small
10185,28,6,26-05-2007 00:00,Shipped,S72_3212,Mini Creations Ltd.,Small
10229,28,7,27-05-2007 00:00,Shipped,S18_2432,Mini Gifts Distributors Ltd.,Small
10357,28,2,28-05-2007 00:00,Shipped,S18_4600,Mini Gifts Distributors Ltd.,Medium
10371,28,9,29-05-2007 00:00,Shipped,S24_4048,Mini Gifts Distributors Ltd.,Small
10111,28,2,30-05-2007 00:00,Shipped,S18_2957,Mini Wheels Co.,Small
10331,28,3,31-05-2007 00:00,Shipped,S32_2206,Motor Mint Distributors Inc.,Medium
10373,28,4,01-06-2007 00:00,Shipped,S18_1662,"Oulu Toy Supplies, Inc.",Small
10423,28,4,02-06-2007 00:00,In Process,S24_4258,Petit Auto,Small
10398,28,18,03-06-2007 00:00,Shipped,S18_3029,Reims Collectables,Small
10398,28,3,04-06-2007 00:00,Shipped,S24_2841,Reims Collectables,Small
10173,28,2,05-06-2007 00:00,Shipped,S18_2957,Rovelli Gifts,Small
10106,28,4,06-06-2007 00:00,Shipped,S24_1785,Rovelli Gifts,Small
10338,28,3,07-06-2007 00:00,Shipped,S18_3029,Royale Belge,Small
10119,28,2,08-06-2007 00:00,Shipped,S24_3949,Salzburg Collectables,Small
10119,28,6,09-06-2007 00:00,Shipped,S72_1253,Salzburg Collectables,Small
10227,28,9,10-06-2007 00:00,Shipped,S18_2248,"Saveley & Henriot, Co.",Small
10291,28,6,11-06-2007 00:00,Shipped,S700_2824,Scandinavian Gift Ideas,Medium
10167,28,14,12-06-2007 00:00,Cancelled,S700_3962,Scandinavian Gift Ideas,Medium
10270,28,6,13-06-2007 00:00,Shipped,S12_1666,Souveniers And Things Co.,Medium
10175,28,6,14-06-2007 00:00,Shipped,S24_2300,"Stylish Desk Decors, Co.",Small
10363,28,13,15-06-2007 00:00,Shipped,S18_4721,Suominen Souveniers,Small
10245,28,2,16-06-2007 00:00,Shipped,S10_4962,Super Scale Inc.,Medium
10168,28,7,17-06-2007 00:00,Shipped,S32_1374,Technics Stores Inc.,Medium
10140,28,7,18-06-2007 00:00,Shipped,S32_3522,Technics Stores Inc.,Small
10168,28,14,19-06-2007 00:00,Shipped,S700_1691,Technics Stores Inc.,Small
10251,28,2,20-06-2007 00:00,Shipped,S10_1678,Tekni Collectables Inc.,Medium
10401,28,11,21-06-2007 00:00,On Hold,S700_4002,Tekni Collectables Inc.,Small
10372,28,3,22-06-2007 00:00,Shipped,S18_3140,"Tokyo Collectables, Ltd",Medium
10189,28,1,23-06-2007 00:00,Shipped,S12_2823,Toys4GrownUps.com,Medium
10367,28,12,24-06-2007 00:00,Resolved,S24_2022,Toys4GrownUps.com,Small
10280,29,4,25-06-2007 00:00,Shipped,S18_3136,Amica Models & Co.,Medium
10293,29,5,26-06-2007 00:00,Shipped,S700_1938,Amica Models & Co.,Small
10391,29,10,27-06-2007 00:00,Shipped,S18_1097,"Anna's Decorations, Ltd",Small
10370,29,6,28-06-2007 00:00,Shipped,S18_4600,"Anna's Decorations, Ltd",Small
10148,29,2,29-06-2007 00:00,Shipped,S18_4933,"Anna's Decorations, Ltd",Small
10120,29,3,30-06-2007 00:00,Shipped,S10_2016,"Australian Collectors, Co.",Small
10347,29,3,01-07-2007 00:00,Shipped,S12_1666,"Australian Collectors, Co.",Medium
10120,29,8,02-07-2007 00:00,Shipped,S18_2581,"Australian Collectors, Co.",Small
10120,29,9,03-07-2007 00:00,Shipped,S24_4278,"Australian Collectors, Co.",Small
10120,29,11,04-07-2007 00:00,Shipped,S32_4289,"Australian Collectors, Co.",Small
10223,29,8,05-07-2007 00:00,Shipped,S700_2834,"Australian Collectors, Co.",Medium
10110,29,15,06-07-2007 00:00,Shipped,S24_1628,"AV Stores, Co.",Small
10306,29,7,07-07-2007 00:00,Shipped,S24_2011,"AV Stores, Co.",Medium
10300,29,3,08-07-2007 00:00,Shipped,S12_3380,"Blauer See Auto, Co.",Medium
10177,29,11,09-07-2007 00:00,Shipped,S18_3259,CAF Imports,Medium
10228,29,2,10-07-2007 00:00,Shipped,S10_1949,Cambridge Collectables Co.,Medium
10313,29,2,11-07-2007 00:00,Shipped,S18_2319,Canadian Gift Exchange Network,Medium
10337,29,2,12-07-2007 00:00,Shipped,S18_4522,Classic Legends Inc.,Medium
10337,29,4,13-07-2007 00:00,Shipped,S24_2011,Classic Legends Inc.,Small
10162,29,9,14-07-2007 00:00,Shipped,S18_1749,Corporate Gift Ideas Co.,Medium
10348,29,6,15-07-2007 00:00,Shipped,S18_4668,"Corrida Auto Replicas, Ltd",Large
10108,29,8,16-07-2007 00:00,Shipped,S18_3482,Cruz & Sons Co.,Medium
10330,29,2,17-07-2007 00:00,Shipped,S18_3782,Cruz & Sons Co.,Small
10180,29,9,18-07-2007 00:00,Shipped,S10_1678,Daedalus Designs Imports,Small
10238,29,1,19-07-2007 00:00,Shipped,S12_3380,Danish Wholesale Imports,Medium
10105,29,14,20-07-2007 00:00,Shipped,S12_3891,Danish Wholesale Imports,Medium
10256,29,1,21-07-2007 00:00,Shipped,S18_1367,Danish Wholesale Imports,Small
10105,29,12,22-07-2007 00:00,Shipped,S700_1938,Danish Wholesale Imports,Small
10281,29,7,23-07-2007 00:00,Shipped,S18_2432,Diecast Classics Inc.,Small
10281,29,8,24-07-2007 00:00,Shipped,S32_1268,Diecast Classics Inc.,Small
10165,29,11,25-07-2007 00:00,Shipped,S18_2238,"Dragon Souveniers, Ltd.",Medium
10340,29,6,26-07-2007 00:00,Shipped,S700_2834,Enaco Distributors,Medium
10197,29,1,27-07-2007 00:00,Shipped,S72_1253,Enaco Distributors,Small
10212,29,10,28-07-2007 00:00,Shipped,S18_1129,Euro Shopping Channel,Medium
10311,29,9,29-07-2007 00:00,Shipped,S18_1589,Euro Shopping Channel,Small
10104,29,12,30-07-2007 00:00,Shipped,S18_2319,Euro Shopping Channel,Medium
10379,29,5,31-07-2007 00:00,Shipped,S18_2870,Euro Shopping Channel,Medium
10244,29,2,01-08-2007 00:00,Shipped,S18_3136,Euro Shopping Channel,Medium
10153,29,9,02-08-2007 00:00,Shipped,S18_3259,Euro Shopping Channel,Small
10246,29,10,03-08-2007 00:00,Shipped,S24_2300,Euro Shopping Channel,Medium
10383,29,13,04-08-2007 00:00,Shipped,S50_1392,Euro Shopping Channel,Medium
10386,29,13,05-08-2007 00:00,Resolved,S700_2047,Euro Shopping Channel,Small
10350,29,12,06-08-2007 00:00,Shipped,S700_2610,Euro Shopping Channel,Small
10166,29,3,07-08-2007 00:00,Shipped,S700_1938,FunGiftIdeas.com,Medium
10146,29,1,08-08-2007 00:00,Shipped,S18_4721,Gift Ideas Corp.,Medium
10131,29,6,09-08-2007 00:00,Shipped,S24_3420,Gift Ideas Corp.,Small
10288,29,1,10-08-2007 00:00,Shipped,S24_1937,Handji Gifts& Co,Small
10259,29,2,11-08-2007 00:00,Shipped,S50_1392,Handji Gifts& Co,Medium
10314,29,8,12-08-2007 00:00,Shipped,S18_4027,Heintze Collectables,Medium
10188,29,8,13-08-2007 00:00,Shipped,S700_2834,Herkku Gifts,Medium
10329,29,9,14-08-2007 00:00,Shipped,S18_1889,Land of Toys Inc.,Small
10107,29,6,15-08-2007 00:00,Shipped,S18_2625,Land of Toys Inc.,Small
10266,29,7,16-08-2007 00:00,Shipped,S18_3232,L'ordine Souveniers,Medium
10176,29,7,17-08-2007 00:00,Shipped,S24_4048,L'ordine Souveniers,Small
10356,29,3,18-08-2007 00:00,Shipped,S18_2325,Lyon Souveniers,Medium
10344,29,7,19-08-2007 00:00,Shipped,S24_1046,Marseille Mini Autos,Small
10122,29,14,20-08-2007 00:00,Shipped,S24_4620,Marseille Mini Autos,Small
10319,29,5,21-08-2007 00:00,Shipped,S32_2206,Microscale Inc.,Small
10392,29,2,22-08-2007 00:00,Shipped,S18_3136,Mini Auto Werke,Small
10135,29,4,23-08-2007 00:00,Shipped,S12_4675,Mini Gifts Distributors Ltd.,Small
10282,29,11,24-08-2007 00:00,Shipped,S24_1444,Mini Gifts Distributors Ltd.,Small
10135,29,16,25-08-2007 00:00,Shipped,S24_2360,Mini Gifts Distributors Ltd.,Small
10333,29,7,26-08-2007 00:00,Shipped,S18_1097,Mini Wheels Co.,Small
10109,29,6,27-08-2007 00:00,Shipped,S24_2972,Motor Mint Distributors Inc.,Small
10204,29,5,28-08-2007 00:00,Shipped,S18_4409,Muscle Machine Inc,Small
10127,29,6,29-08-2007 00:00,Shipped,S32_3207,Muscle Machine Inc,Small
10192,29,7,30-08-2007 00:00,Shipped,S18_1589,Online Diecast Creations Co.,Medium
10210,29,16,31-08-2007 00:00,Shipped,S24_3949,Osaka Souveniers Co.,Small
10239,29,3,01-09-2007 00:00,Shipped,S24_3856,"Oulu Toy Supplies, Inc.",Medium
10373,29,1,02-09-2007 00:00,Shipped,S72_3212,"Oulu Toy Supplies, Inc.",Medium
10261,29,7,03-09-2007 00:00,Shipped,S72_3212,Quebec Home Shopping Network,Small
10343,29,5,04-09-2007 00:00,Shipped,S32_2206,Reims Collectables,Medium
10398,29,10,05-09-2007 00:00,Shipped,S700_3167,Reims Collectables,Small
10173,29,4,06-09-2007 00:00,Shipped,S18_3320,Rovelli Gifts,Small
10119,29,7,07-09-2007 00:00,Shipped,S700_2047,Salzburg Collectables,Small
10227,29,4,08-09-2007 00:00,Shipped,S18_2795,"Saveley & Henriot, Co.",Medium
10291,29,9,09-09-2007 00:00,Shipped,S18_4668,Scandinavian Gift Ideas,Small
10167,29,8,10-09-2007 00:00,Cancelled,S24_3816,Scandinavian Gift Ideas,Small
10167,29,5,11-09-2007 00:00,Cancelled,S700_2047,Scandinavian Gift Ideas,Small
10278,29,10,12-09-2007 00:00,Shipped,S18_1889,Signal Gift Stores,Small
10278,29,5,13-09-2007 00:00,Shipped,S18_1984,Signal Gift Stores,Medium
10139,29,4,14-09-2007 00:00,Shipped,S24_4258,Souveniers And Things Co.,Medium
10175,29,5,15-09-2007 00:00,Shipped,S18_3232,"Stylish Desk Decors, Co.",Medium
10175,29,12,16-09-2007 00:00,Shipped,S32_3522,"Stylish Desk Decors, Co.",Small
10245,29,8,17-09-2007 00:00,Shipped,S18_1097,Super Scale Inc.,Medium
10140,29,9,18-09-2007 00:00,Shipped,S18_4668,Technics Stores Inc.,Small
10168,29,6,19-09-2007 00:00,Shipped,S24_2000,Technics Stores Inc.,Small
10251,29,6,20-09-2007 00:00,Shipped,S18_2625,Tekni Collectables Inc.,Small
10233,29,1,21-09-2007 00:00,Shipped,S700_2610,Tekni Collectables Inc.,Small
10339,29,14,22-09-2007 00:00,Shipped,S24_3420,"Tokyo Collectables, Ltd",Small
10299,29,11,23-09-2007 00:00,Shipped,S10_4698,"Toys of Finland, Co.",Medium
10155,29,10,24-09-2007 00:00,Shipped,S18_3856,"Toys of Finland, Co.",Medium
10112,29,1,25-09-2007 00:00,Shipped,S10_1949,"Volvo Model Replicas, Co",Large
10199,29,1,26-09-2007 00:00,Shipped,S50_1341,West Coast Collectables Co.,Small
10178,30,3,27-09-2007 00:00,Shipped,S24_3949,Alpha Cognac,Small
10169,30,2,28-09-2007 00:00,Shipped,S12_1099,"Anna's Decorations, Ltd",Medium
10347,30,1,29-09-2007 00:00,Shipped,S10_1949,"Australian Collectors, Co.",Medium
10342,30,4,30-09-2007 00:00,Shipped,S18_3232,"Australian Collectors, Co.",Medium
10306,30,5,01-10-2007 00:00,Shipped,S700_3962,"AV Stores, Co.",Medium
10206,30,8,02-10-2007 00:00,Shipped,S18_3136,Canadian Gift Exchange Network,Medium
10313,30,9,03-10-2007 00:00,Shipped,S700_2824,Canadian Gift Exchange Network,Small
10220,30,3,04-10-2007 00:00,Shipped,S12_3148,"Clover Collections, Co.",Medium
10220,30,4,05-10-2007 00:00,Shipped,S50_1514,"Clover Collections, Co.",Small
10147,30,6,06-10-2007 00:00,Shipped,S24_3371,Collectables For Less Inc.,Small
10214,30,7,07-10-2007 00:00,Shipped,S18_1749,"Corrida Auto Replicas, Ltd",Medium
10126,30,13,08-10-2007 00:00,Shipped,S18_3136,"Corrida Auto Replicas, Ltd",Small
10108,30,5,09-10-2007 00:00,Shipped,S24_3371,Cruz & Sons Co.,Small
10224,30,5,10-10-2007 00:00,Shipped,S32_4485,Daedalus Designs Imports,Medium
10150,30,5,11-10-2007 00:00,Shipped,S12_1666,"Dragon Souveniers, Ltd.",Medium
10150,30,11,12-10-2007 00:00,Shipped,S18_2957,"Dragon Souveniers, Ltd.",Small
10150,30,6,13-10-2007 00:00,Shipped,S18_4668,"Dragon Souveniers, Ltd.",Small
10340,30,5,14-10-2007 00:00,Shipped,S700_1691,Enaco Distributors,Small
10246,30,11,15-10-2007 00:00,Shipped,S18_2432,Euro Shopping Channel,Small
10244,30,1,16-10-2007 00:00,Shipped,S18_2949,Euro Shopping Channel,Medium
10350,30,3,17-10-2007 00:00,Shipped,S18_4522,Euro Shopping Channel,Medium
10358,30,8,18-10-2007 00:00,Shipped,S18_4668,Euro Shopping Channel,Medium
10412,30,6,19-10-2007 00:00,Shipped,S24_2840,Euro Shopping Channel,Small
10350,30,9,20-10-2007 00:00,Shipped,S24_3151,Euro Shopping Channel,Medium
10394,30,4,21-10-2007 00:00,Shipped,S32_3207,Euro Shopping Channel,Small
10386,30,3,22-10-2007 00:00,Resolved,S700_3962,Euro Shopping Channel,Small
10321,30,3,23-10-2007 00:00,Shipped,S24_1046,FunGiftIdeas.com,Small
10321,30,1,24-10-2007 00:00,Shipped,S24_2766,FunGiftIdeas.com,Small
10316,30,8,25-10-2007 00:00,Shipped,S24_3949,giftsbymail.co.uk,Small
10259,30,3,26-10-2007 00:00,Shipped,S18_2238,Handji Gifts& Co,Medium
10259,30,10,27-10-2007 00:00,Shipped,S18_2432,Handji Gifts& Co,Small
10161,30,6,28-10-2007 00:00,Shipped,S24_3432,Heintze Collectables,Medium
10181,30,17,29-10-2007 00:00,Shipped,S18_3278,Herkku Gifts,Small
10275,30,6,30-10-2007 00:00,Shipped,S24_2000,La Rochelle Gifts,Small
10107,30,2,31-10-2007 00:00,Shipped,S10_1678,Land of Toys Inc.,Small
10329,30,7,01-11-2007 00:00,Shipped,S24_1578,Land of Toys Inc.,Small
10248,30,5,02-11-2007 00:00,Cancelled,S24_3151,Land of Toys Inc.,Medium
10248,30,7,03-11-2007 00:00,Cancelled,S700_3505,Land of Toys Inc.,Medium
